,blst,flh,sup,cag,fag,age,inX,outY
558,181.9,0.0,0.0,1012.4,714.3,7,0.680718475,2.984165449
989,114.6,89.3,8.8,860.0,829.5,28,1.378156997,2.995231959
585,193.5,0.0,0.0,998.2,704.3,28,0.639903515,3.497718728
935,178.0,187.0,7.0,854.0,614.0,28,1.416666667,3.381334539
297,42.2,124.3,10.8,1080.8,796.2,56,0.937240971,3.667400191
322,0.0,98.8,12.8,987.8,889.0,56,0.634684866,3.738383413
669,192.0,0.0,0.0,932.0,717.8,3,0.666666667,2.779440022
998,0.0,99.6,9.8,959.4,705.2,28,0.643044619,3.405189188
415,0.0,95.7,5.3,948.9,857.2,3,0.7672,2.138888865
142,106.3,0.0,18.6,936.0,803.7,56,0.356235294,4.17284736
856,0.0,142.0,11.0,801.0,778.0,28,0.542134831,3.710396063
418,0.0,118.3,5.8,1043.6,754.3,3,0.767303103,2.483238436
265,0.0,124.8,7.8,1085.4,799.5,14,0.75,3.44521405
703,133.0,0.0,0.0,965.4,806.2,28,0.96,3.415757317
902,170.0,0.0,8.0,811.0,802.0,28,0.589123867,4.036185393
751,0.0,0.0,0.0,1125.0,613.0,7,0.32037037,3.962905966
320,0.0,98.8,12.8,987.8,889.0,14,0.634684866,3.356199804
849,0.0,150.0,12.0,1023.0,729.0,28,1.103030303,2.892036855
278,0.0,118.3,5.8,1028.4,757.7,100,0.749801114,3.774598091
644,0.0,0.0,0.0,1050.0,770.0,28,0.531428571,3.534853543
544,0.0,0.0,0.0,913.2,895.3,7,0.664359862,2.68102136
556,290.2,0.0,0.0,998.2,704.3,28,0.959689922,3.485231891
781,0.0,0.0,0.0,1085.0,765.0,7,0.648648649,2.653241797
906,112.0,87.0,10.0,910.0,745.0,28,0.669172932,3.67427307
211,0.0,118.3,4.6,1029.4,758.6,28,0.85,3.197856256
351,0.0,174.2,11.7,1052.3,775.5,28,0.72412178,3.827335956
915,184.0,143.0,9.0,880.0,699.0,28,1.251612903,3.36695073
231,98.1,24.5,6.9,1065.8,785.4,28,0.85025737,3.822316851
643,0.0,0.0,0.0,1050.0,770.0,7,0.531428571,3.009634989
880,0.0,112.0,8.0,992.0,816.0,28,1.210526316,2.499795105
110,200.9,0.0,11.2,1004.6,803.7,7,0.505413902,3.63758593
488,20.0,94.0,14.3,938.0,845.0,3,0.405684755,3.124564948
386,0.0,0.0,6.9,920.0,720.0,28,0.350378788,4.0400641
886,0.0,137.0,16.0,1002.0,830.0,28,1.067567568,2.887589933
192,0.0,94.6,4.6,947.0,852.2,56,0.846449957,3.319987117
729,0.0,0.0,0.0,1025.0,821.0,90,0.580060423,3.6352147
25,0.0,0.0,0.0,932.0,670.0,270,0.6,3.97593608
752,0.0,0.0,0.0,1125.0,613.0,14,0.32037037,4.090336283
853,0.0,126.0,6.0,861.0,737.0,28,0.660377358,3.690378097
814,0.0,0.0,0.0,970.0,850.0,360,0.619354839,3.640476485
102,0.0,0.0,28.2,852.1,893.7,7,0.266892528,3.848017433
737,0.0,0.0,0.0,1119.0,789.0,28,0.781512605,2.864483806
491,20.0,94.0,14.3,938.0,845.0,7,0.405684755,3.606583984
654,183.9,0.0,0.0,958.2,800.1,28,1.659869494,3.190064542
730,0.0,0.0,0.0,1025.0,821.0,120,0.580060423,3.673257841
780,0.0,0.0,0.0,1118.0,789.0,28,0.777310924,2.864483806
86,189.0,0.0,11.6,944.7,755.8,3,0.454771098,3.563882739
332,0.0,125.1,12.0,1086.8,800.9,56,0.580632091,4.099663465
274,0.0,118.3,5.8,1028.4,757.7,3,0.749801114,2.846071319
790,0.0,0.0,0.0,1047.0,806.0,90,0.550143266,3.676047243
589,0.0,0.0,0.0,1069.2,754.3,28,0.547464623,3.462605791
697,162.4,0.0,0.0,938.2,849.0,7,1.879039705,2.043814235
481,24.0,79.0,11.6,967.0,712.0,56,0.3632287,4.112020488
676,250.2,0.0,0.0,975.6,692.6,7,1.220023981,2.756840191
273,0.0,121.6,6.7,1056.4,778.5,100,0.75064711,3.825156831
529,19.0,141.0,10.9,942.0,801.0,56,0.428969359,4.23047647
447,129.8,118.6,3.6,1007.3,746.8,56,1.010674157,3.883417503
439,93.4,159.9,9.7,1007.2,746.6,28,0.99136939,3.632573389
77,106.3,0.0,16.5,852.1,887.1,3,0.361176471,3.508555679
898,0.0,0.0,3.0,986.0,817.0,28,0.541666667,3.803546289
681,116.0,0.0,0.0,946.8,856.8,28,1.10982659,3.189652765
14,76.0,0.0,0.0,932.0,670.0,28,0.75,3.867234579
400,180.0,95.0,9.5,860.0,800.0,28,0.636,4.217593845
566,170.3,0.0,0.0,1026.6,724.3,28,0.726810176,3.467296965
101,97.1,0.0,12.1,852.1,925.7,7,0.406330417,3.552486605
622,0.0,0.0,0.0,968.0,812.0,365,0.628664495,3.587676722
446,128.5,132.1,8.1,1005.8,746.6,56,1.061212121,3.98378512
857,207.0,161.0,5.0,867.0,736.0,28,1.356060606,3.505557176
437,50.1,173.5,6.5,1006.2,793.5,28,0.949855908,3.642835286
309,0.0,95.6,8.9,955.1,859.2,3,0.579979709,3.133317739
984,0.0,142.8,9.1,877.2,867.7,28,1.24870801,2.276240974
945,132.6,103.3,7.4,916.0,753.4,28,1.431736955,3.595666845
106,189.0,0.0,11.6,944.7,755.8,7,0.454771098,4.023564126
58,76.0,0.0,0.0,932.0,670.0,180,0.75,3.930844512
742,0.0,0.0,0.0,936.0,721.0,90,0.4,3.994155583
967,183.4,0.0,9.1,877.2,867.7,28,1.24870801,3.169265124
893,118.0,92.0,7.0,953.0,780.0,28,1.228187919,3.157850924
314,0.0,99.9,12.4,1006.0,899.8,3,0.580222399,3.045474173
358,97.8,24.5,11.2,1061.7,782.5,100,0.57972583,4.203945807
300,0.0,96.2,9.4,961.2,865.0,14,0.578856749,3.545874536
141,106.3,0.0,16.5,852.1,887.1,56,0.361176471,4.163559368
301,0.0,96.2,9.4,961.2,865.0,28,0.578856749,3.547891537
478,24.0,79.0,11.6,967.0,712.0,7,0.3632287,3.951435758
448,129.9,128.6,7.8,1006.3,746.6,56,1.048387097,3.945844305
827,0.0,0.0,0.0,896.0,896.0,7,0.279693487,3.922171089
724,0.0,0.0,0.0,1012.0,830.0,90,0.619354839,3.576829725
428,0.0,95.7,5.3,948.9,857.2,14,0.7672,3.205182295
467,0.0,95.7,5.3,948.9,857.2,100,0.7672,3.717466676
218,0.0,125.2,9.9,1088.1,802.6,100,0.850761955,3.698581996
463,50.1,173.5,6.5,1006.2,793.5,100,0.949855908,4.026422292
372,0.0,124.1,11.3,1078.7,794.9,56,0.72407492,3.618188485
830,190.0,148.0,19.0,838.0,741.0,28,1.104938272,3.519276448
1020,121.0,0.0,7.0,907.9,829.5,28,0.615117892,3.740997172
223,0.0,163.3,4.5,1058.6,780.1,100,1.062612884,3.512738535
103,106.3,0.0,16.5,852.1,887.1,7,0.361176471,3.895893378
931,15.0,195.0,6.0,1021.0,709.0,28,1.222222222,2.730463624
959,160.5,0.0,9.6,916.6,759.5,28,0.56759348,3.959860085
399,156.0,0.0,5.9,981.0,760.0,28,0.807692308,3.671224287
421,129.8,118.6,3.6,1007.3,746.8,14,1.010674157,3.533394328
588,124.1,0.0,0.0,1083.4,764.3,7,0.997314715,2.07944141
124,97.1,0.0,12.1,852.1,925.7,28,0.406330417,3.925925663
475,24.0,79.0,11.6,967.0,712.0,3,0.3632287,3.565581013
590,0.0,0.0,0.0,1118.8,789.3,7,0.779924402,2.336019722
831,144.0,112.0,10.0,923.0,658.0,28,1.428571429,2.803360204
430,0.0,100.5,7.5,998.0,901.8,14,0.874165383,3.189652765
93,189.2,0.0,10.1,926.1,756.7,7,0.454812834,3.832979556
175,189.0,0.0,11.6,944.7,755.8,91,0.454771098,4.373237853
499,26.0,123.0,3.9,882.0,699.0,28,0.427698574,4.017283263
876,230.0,0.0,3.0,827.0,872.0,28,1.383561644,3.498323872
706,102.0,0.0,0.0,888.0,943.1,90,1.254901961,3.2703289
47,95.0,0.0,0.0,932.0,594.0,180,0.6,3.707700974
355,97.8,24.5,11.2,1061.7,782.5,14,0.57972583,3.865140776
271,0.0,121.6,6.7,1056.4,778.5,28,0.75064711,3.518387427
808,0.0,0.0,0.0,1111.0,784.0,7,0.738095238,2.439734777
744,0.0,0.0,0.0,1104.0,774.0,7,0.661921708,2.674148481
483,24.0,79.0,11.6,967.0,712.0,56,0.3632287,4.011868087
663,200.0,0.0,0.0,927.4,839.2,28,1.443609023,3.327550632
963,236.8,0.0,11.9,1069.3,674.8,28,1.158666667,3.622472293
562,0.0,0.0,0.0,1047.8,739.3,7,0.485490196,3.180966051
582,155.5,0.0,0.0,1026.6,724.3,28,1.090428655,3.247657421
957,169.4,142.7,8.4,967.4,643.5,28,1.333566434,3.392156423
127,212.5,0.0,14.3,852.1,880.4,28,0.488393977,4.016382767
517,11.0,141.0,1.7,942.0,801.0,7,1.01980198,2.712705841
542,0.0,0.0,0.0,889.8,945.0,90,0.752941176,3.084658288
236,98.1,24.5,6.7,1066.0,785.5,28,0.849859682,3.694612753
37,142.5,0.0,0.0,932.0,594.0,90,0.685714286,3.630190229
540,0.0,0.0,0.0,936.2,712.2,3,0.4,3.194582931
648,212.0,0.0,0.0,971.8,748.5,28,1.44019816,3.397523762
339,0.0,117.5,9.5,1022.8,753.5,3,0.588156124,3.086942959
389,0.0,0.0,3.0,1124.4,613.2,28,0.399920016,3.787139584
74,93.8,0.0,23.4,852.1,992.6,3,0.3376,3.367295617
461,129.9,128.6,7.8,1006.3,746.6,100,1.048387097,3.982667594
255,0.0,100.4,8.7,1007.8,903.6,14,0.749647059,3.269948889
758,0.0,0.0,0.0,974.0,775.0,14,0.58,3.114847558
698,305.3,0.0,0.0,963.4,630.0,28,1.0,3.730021162
172,106.3,0.0,16.5,852.1,887.1,91,0.361176471,4.177459205
636,0.0,0.0,0.0,1075.0,795.0,28,0.613333333,3.290265613
746,0.0,0.0,0.0,1125.0,613.0,1,0.4,2.536866229
541,0.0,0.0,0.0,931.2,842.6,3,0.576576577,2.748551971
918,0.0,179.0,8.0,824.0,869.0,28,1.393103448,2.355177394
95,106.3,0.0,16.5,852.1,887.1,7,0.361176471,3.895893378
904,183.0,0.0,9.0,877.0,868.0,28,1.24516129,3.169265124
649,250.2,0.0,0.0,975.6,692.6,3,1.220023981,1.93152129
690,192.0,0.0,0.0,932.0,717.8,7,0.666666667,3.157850924
845,164.0,0.0,5.0,870.0,774.0,28,0.591900312,4.046728453
144,118.8,0.0,8.9,852.1,781.5,56,0.381263158,4.280823859
950,0.0,137.9,10.8,801.1,792.5,28,0.60949464,3.654028946
674,157.0,0.0,0.0,972.6,749.1,3,0.813559322,2.607861309
298,42.2,124.3,10.8,1080.8,796.2,100,0.937240971,3.874320894
161,189.0,0.0,9.5,944.7,755.8,56,0.51760876,4.092509288
63,190.0,0.0,0.0,932.0,670.0,270,1.2,3.925136397
900,237.0,0.0,12.0,1069.0,675.0,28,1.16,3.622472293
8,114.0,0.0,0.0,932.0,670.0,28,0.857142857,3.825374957
516,11.0,141.0,1.7,942.0,801.0,3,1.01980198,2.287471311
716,173.0,0.0,0.0,909.8,891.9,7,1.655172414,2.311544688
221,0.0,163.3,4.5,1058.6,780.1,28,1.062612884,3.069911478
692,141.3,0.0,0.0,973.4,750.0,90,0.95990566,3.681350955
373,0.0,124.1,11.3,1078.7,794.9,100,0.72407492,3.833628696
700,200.0,0.0,0.0,927.4,839.2,3,1.443609023,1.92861853
182,189.0,0.0,11.6,944.7,755.8,91,0.454771098,4.373237853
1000,166.6,129.7,10.9,882.6,785.3,28,1.222692037,3.797957809
868,116.0,90.0,9.0,870.0,768.0,28,0.652173913,3.790532869
685,200.0,0.0,0.0,927.4,839.2,7,1.443609023,2.614471689
123,106.3,0.0,16.5,852.1,887.1,28,0.361176471,4.099165994
568,0.0,0.0,0.0,1040.6,734.3,7,0.467758186,3.236715539
997,142.8,0.0,10.0,914.3,804.0,28,0.541612903,3.813306792
844,137.0,107.0,6.0,878.0,655.0,28,0.674496644,3.980055165
765,0.0,0.0,0.0,966.0,763.0,7,0.483116883,3.145013778
205,0.0,121.6,5.7,1057.6,779.3,14,0.850070721,3.040705447
227,42.1,163.8,5.7,1058.7,780.1,56,0.725,3.491951525
450,50.1,173.5,6.5,1006.2,793.5,56,0.949855908,3.984715439
992,0.0,174.9,17.9,942.7,844.5,28,1.103064067,2.735665195
286,0.0,167.0,7.6,1055.6,777.8,28,0.934950386,3.323956092
800,0.0,0.0,0.0,1111.0,784.0,7,0.734126984,2.618125328
652,153.0,0.0,0.0,887.0,942.0,3,1.882352941,1.519513109
851,188.0,146.0,11.0,829.0,710.0,28,1.26875,3.491647064
565,0.0,0.0,0.0,1091.4,769.3,7,0.627789047,2.697326068
207,0.0,121.6,5.7,1057.6,779.3,56,0.850070721,3.532225421
707,133.0,0.0,0.0,965.4,806.2,90,0.96,3.766996996
435,129.9,128.6,7.8,1006.3,746.6,28,1.048387097,3.718438022
290,45.2,122.0,8.2,1059.4,780.7,14,0.935164835,3.068052742
907,145.0,113.0,8.0,869.0,690.0,28,0.570063694,3.833628696
503,26.0,123.0,3.9,882.0,699.0,56,0.427698574,4.087487517
0,0.0,0.0,2.5,1040.0,676.0,28,0.3,4.38190135
275,0.0,118.3,5.8,1028.4,757.7,14,0.749801114,3.398861107
497,19.0,97.0,13.1,967.0,871.0,28,0.408450704,3.784870981
983,161.6,125.8,10.4,922.6,764.4,28,1.258064516,3.369706502
933,187.0,195.0,7.0,898.0,636.0,28,1.107784431,3.173459761
98,118.8,0.0,8.9,852.1,781.5,7,0.381263158,4.018182948
999,0.0,183.9,11.6,991.2,772.2,28,1.104042412,2.745345813
456,0.0,100.5,7.5,998.0,901.8,56,0.874165383,3.770228762
184,0.0,96.7,4.5,967.1,870.3,3,0.851169065,2.449279318
805,0.0,0.0,0.0,940.0,758.0,90,0.488549618,3.887525129
688,162.4,0.0,0.0,938.2,849.0,3,1.879039705,0.845868214
787,0.0,0.0,0.0,978.0,825.0,90,0.580060423,3.61711466
191,0.0,94.6,4.6,947.0,852.2,28,0.846449957,3.128513187
691,141.3,0.0,0.0,973.4,750.0,3,0.95990566,1.918391999
612,0.0,0.0,0.0,968.0,856.0,28,0.689530686,3.25694182
222,0.0,163.3,4.5,1058.6,780.1,56,1.062612884,3.354454907
152,189.0,0.0,11.6,944.7,755.8,56,0.454771098,4.347693681
506,26.0,123.0,3.9,822.0,699.0,56,0.409368635,4.124873507
548,0.0,0.0,0.0,913.2,895.3,28,0.664359862,3.241419585
489,20.0,94.0,13.9,938.0,845.0,3,0.405684755,3.239070328
424,50.1,173.5,6.5,1006.2,793.5,14,0.949855908,3.496810325
385,0.0,0.0,5.2,855.0,855.0,28,0.326923077,4.099000115
549,0.0,0.0,0.0,931.2,842.6,90,0.576576577,3.730021162
64,114.0,0.0,0.0,932.0,670.0,180,0.857142857,3.885678785
917,175.0,0.0,2.0,1000.0,828.0,28,1.155405405,3.292869297
892,0.0,90.0,11.0,931.0,762.0,28,0.728937729,3.473207698
422,129.9,128.6,7.8,1006.3,746.6,14,1.048387097,3.459780487
718,183.9,0.0,0.0,958.2,800.1,7,1.659869494,2.336986372
1015,148.6,0.0,8.5,951.0,709.5,28,0.576124031,3.959478697
438,75.4,167.0,7.9,1007.3,770.1,28,0.982035928,3.723522163
591,0.0,0.0,0.0,1111.6,784.3,28,0.735445545,2.984165449
260,0.0,100.4,10.4,1003.8,903.8,14,0.749764817,3.23356717
766,0.0,0.0,0.0,966.0,763.0,14,0.483116883,3.329343068
228,42.1,163.8,5.7,1058.7,780.1,100,0.725,3.669441529
204,0.0,121.6,5.7,1057.6,779.3,3,0.850070721,2.5233256
603,0.0,0.0,0.0,968.0,781.0,180,0.581120944,3.595941232
980,175.1,0.0,2.2,1000.0,828.5,28,1.158322057,3.292869297
248,0.0,94.1,7.0,949.9,847.0,100,0.784124318,3.790984438
629,0.0,0.0,0.0,1113.0,833.0,7,0.804444444,2.413231461
136,189.0,0.0,22.0,944.7,755.8,28,0.374198512,4.310798853
299,0.0,96.2,9.4,961.2,865.0,3,0.578856749,3.113515113
433,128.5,132.1,8.1,1005.8,746.6,28,1.061212121,3.837083677
319,0.0,98.8,12.8,987.8,889.0,3,0.634684866,2.731766555
864,0.0,107.0,11.0,880.0,744.0,28,0.704697987,3.46166491
714,102.0,0.0,0.0,888.0,943.1,7,1.254901961,2.12465375
348,0.0,174.7,10.2,1053.5,776.4,100,0.724379972,3.91362148
791,0.0,0.0,0.0,1047.0,806.0,180,0.550143266,3.714790601
705,183.9,0.0,0.0,958.2,800.1,3,1.659869494,1.199964707
743,0.0,0.0,0.0,1040.0,734.0,28,0.468513854,3.609294747
655,250.2,0.0,0.0,975.6,692.6,28,1.220023981,3.524888632
165,106.3,0.0,18.6,936.0,803.7,91,0.356235294,4.200204688
390,50.0,0.0,3.0,1124.4,613.2,28,0.444345701,3.673257841
1022,111.0,86.5,5.9,832.6,790.4,28,0.739130435,3.726656583
1028,186.7,0.0,11.3,989.6,788.9,28,1.10370836,3.489513243
378,0.0,0.0,0.0,1003.5,762.4,100,0.570744681,3.762594254
841,0.0,100.0,10.0,959.0,705.0,28,0.642622951,3.405189188
926,214.0,164.0,10.0,820.0,680.0,28,1.24691358,3.422632446
420,128.5,132.1,8.1,1005.8,746.6,14,1.061212121,3.499230901
46,0.0,0.0,0.0,1047.0,806.9,3,0.550143266,2.71137782
620,0.0,0.0,0.0,968.0,863.0,365,0.779527559,3.394172553
975,116.8,91.0,7.0,946.5,665.6,28,0.688086643,3.774598091
823,0.0,0.0,0.0,974.0,800.0,180,0.630434783,3.387436253
398,128.0,122.0,6.4,824.0,879.0,28,1.1375,3.673765584
657,162.4,0.0,0.0,938.2,849.0,28,1.879039705,3.02480533
462,13.6,172.4,4.1,1006.3,856.4,100,0.909512761,3.629129221
453,0.0,125.2,9.9,1079.0,798.9,56,0.8754598,3.456947179
251,0.0,95.7,5.5,956.9,861.2,28,0.7496,3.374853193
432,0.0,143.6,0.0,1005.6,900.9,28,0.992727273,3.265759205
43,0.0,0.0,0.0,932.0,670.0,180,0.6,3.972176678
150,212.5,0.0,14.3,852.1,880.4,56,0.488393977,4.191168482
598,0.0,0.0,0.0,968.0,781.0,3,0.581120944,2.581730671
295,42.2,124.3,10.8,1080.8,796.2,14,0.937240971,3.157425663
434,129.8,118.6,3.6,1007.3,746.8,28,1.010674157,3.667655586
708,173.0,0.0,0.0,909.8,891.9,3,1.655172414,1.837369865
50,142.5,0.0,0.0,932.0,594.0,180,0.685714286,3.683364041
820,0.0,0.0,0.0,1125.0,613.0,270,0.36,4.206332799
877,0.0,107.0,11.0,819.0,778.0,28,0.746621622,3.447444415
4,132.4,0.0,0.0,978.4,825.5,360,0.966767372,3.790984438
934,86.0,190.0,6.0,923.0,623.0,28,1.157608696,3.132445899
33,0.0,0.0,0.0,932.0,594.0,270,0.48,3.74075984
1003,187.0,0.0,6.6,824.3,756.9,28,0.522677596,4.188289911
656,133.0,0.0,0.0,965.4,806.2,3,0.96,2.43449001
17,38.0,0.0,0.0,932.0,670.0,365,0.666666667,4.027848317
252,0.0,95.7,5.5,956.9,861.2,56,0.7496,3.646232649
914,145.0,0.0,8.0,1002.0,689.0,28,0.568690096,3.714790601
311,0.0,95.6,8.9,955.1,859.2,28,0.579979709,3.687378095
112,177.0,0.0,11.1,884.9,707.9,7,0.423690205,4.027135558
197,0.0,100.5,7.5,1006.4,905.9,56,0.850539291,3.525183139
203,0.0,125.4,7.8,1090.0,804.0,100,0.850026219,3.703028644
538,0.0,0.0,0.0,936.2,712.2,7,0.4,3.54298603
371,0.0,124.1,11.3,1078.7,794.9,28,0.72407492,3.408503742
639,0.0,0.0,0.0,1025.0,745.0,28,0.4675,3.777347864
224,42.1,163.8,5.7,1058.7,780.1,3,0.725,2.047692714
981,0.0,178.9,7.8,824.0,868.7,28,1.387207703,2.355177394
466,0.0,125.2,9.9,1079.0,798.9,100,0.8754598,3.51333466
736,0.0,0.0,0.0,1119.0,789.0,7,0.781512605,2.489064503
308,0.0,97.4,11.8,973.9,875.6,100,0.579574161,4.018902113
854,121.0,94.0,9.0,904.0,696.0,28,0.655052265,3.73623979
610,0.0,0.0,0.0,968.0,885.0,365,0.81779661,3.222070512
795,0.0,0.0,0.0,1125.0,613.0,180,0.36,4.125842969
621,0.0,0.0,0.0,968.0,812.0,180,0.628664495,3.540669204
772,0.0,0.0,0.0,1047.0,739.0,7,0.486910995,3.17805363
1025,116.0,90.3,8.9,870.1,768.3,28,0.649782923,3.790532869
660,173.0,0.0,0.0,909.8,891.9,90,1.655172414,3.434631941
45,47.5,0.0,0.0,932.0,594.0,7,0.533333333,3.557630943
471,24.0,79.0,11.6,967.0,712.0,28,0.3632287,4.04357719
41,47.5,0.0,0.0,932.0,594.0,365,0.533333333,3.777347864
485,20.0,94.0,14.3,938.0,845.0,28,0.405684755,3.916811275
226,42.1,163.8,5.7,1058.7,780.1,28,0.725,3.18800396
807,0.0,0.0,0.0,1047.0,739.0,28,0.484293194,3.622205092
134,189.0,0.0,11.6,944.7,755.8,28,0.454771098,4.266896058
811,0.0,0.0,0.0,970.0,850.0,28,0.619354839,3.329343068
238,98.1,24.5,6.7,1066.0,785.5,100,0.849859682,3.911422579
79,0.0,0.0,28.2,852.1,893.7,3,0.266892528,3.720862265
641,0.0,0.0,0.0,1100.0,820.0,7,0.728,2.543961252
595,124.1,0.0,0.0,1083.4,764.3,28,0.997314715,2.867898721
280,0.0,118.3,6.4,1028.4,757.7,14,0.749801114,3.195811684
818,0.0,0.0,0.0,1125.0,613.0,28,0.36,4.024279434
406,0.0,143.6,0.0,1005.6,900.9,3,0.992727273,2.667228038
885,145.0,113.0,8.0,867.0,824.0,28,1.163398693,3.266903588
367,53.8,121.9,9.6,1014.3,780.6,56,0.724057701,3.98824278
44,47.5,0.0,0.0,932.0,594.0,90,0.533333333,3.726656583
977,145.0,0.0,8.0,1001.9,688.7,28,0.569741462,3.714790601
843,167.0,130.0,11.0,883.0,785.0,28,1.225352113,3.797957809
1021,0.0,107.0,11.1,879.6,744.2,28,0.703219316,3.461978635
815,0.0,0.0,0.0,1125.0,613.0,3,0.36,3.52046058
615,0.0,0.0,0.0,968.0,856.0,180,0.689530686,3.475995372
336,0.0,121.4,9.9,1053.6,777.5,28,0.579789168,3.938275128
947,0.0,119.8,9.9,878.2,727.6,28,0.705470314,3.171364642
426,93.4,159.9,9.7,1007.2,746.6,14,0.99136939,3.38608353
822,0.0,0.0,0.0,974.0,800.0,28,0.630434783,3.226049825
108,151.2,0.0,15.9,1134.3,605.0,7,0.405533597,3.852272758
786,0.0,0.0,0.0,978.0,825.0,28,0.580060423,3.448398766
646,166.8,0.0,0.0,977.6,694.1,90,0.813349321,3.865140776
764,0.0,0.0,0.0,966.0,763.0,3,0.483116883,2.687847324
581,272.8,0.0,0.0,1012.4,714.3,7,1.020890599,2.515274028
214,0.0,125.2,9.9,1088.1,802.6,3,0.850761955,2.2460146
596,155.5,0.0,0.0,1026.6,724.3,7,1.090428655,2.373043407
137,189.0,0.0,11.6,944.7,755.8,28,0.454771098,4.266896058
687,157.0,0.0,0.0,972.6,749.1,90,0.813559322,3.866606898
522,15.0,141.0,5.5,842.0,801.0,56,0.63028169,3.795938287
285,0.0,167.0,7.6,1055.6,777.8,14,0.934950386,3.072693121
121,118.8,0.0,8.9,852.1,781.5,28,0.381263158,4.2239095
7,95.0,0.0,0.0,932.0,594.0,28,0.6,3.595941232
962,0.0,133.6,11.1,979.5,811.5,28,1.248618785,2.580216667
523,19.0,141.0,10.9,942.0,801.0,28,0.428969359,4.14218163
452,93.4,159.9,9.7,1007.2,746.6,56,0.99136939,3.89161595
73,106.3,0.0,18.6,936.0,803.7,3,0.356235294,3.591817515
243,0.0,118.2,6.1,1028.1,757.6,100,0.849804092,3.710151355
546,0.0,0.0,0.0,931.2,842.6,28,0.576576577,3.464797744
118,106.3,0.0,16.5,852.1,887.1,28,0.361176471,4.099165994
168,117.2,0.0,32.2,852.1,840.5,91,0.293816631,4.258445304
545,0.0,0.0,0.0,889.8,945.0,28,0.752941176,2.931193567
511,22.0,132.0,8.5,822.0,750.0,56,0.419811321,4.185098661
38,0.0,0.0,0.0,932.0,594.0,90,0.48,3.743130633
908,145.0,0.0,8.0,1000.0,822.0,28,0.405750799,3.795938287
292,45.2,122.0,8.2,1059.4,780.7,56,0.935164835,3.7727607
593,0.0,0.0,0.0,1111.6,784.3,7,0.735445545,2.440606237
68,190.0,0.0,0.0,932.0,670.0,28,1.2,3.710151355
431,0.0,118.3,5.8,1043.6,754.3,14,0.767303103,3.031581735
487,20.0,94.0,11.6,938.0,845.0,28,0.405684755,3.843315565
16,209.4,0.0,0.0,1047.0,806.9,90,1.375358166,3.67274984
104,212.5,0.0,14.3,852.1,880.4,7,0.488393977,3.508555679
210,0.0,118.3,4.6,1029.4,758.6,14,0.85,2.999724106
813,0.0,0.0,0.0,970.0,850.0,180,0.619354839,3.619797064
89,177.0,0.0,11.1,884.9,707.9,3,0.423690205,3.671224287
1019,163.9,127.7,5.8,868.6,655.6,28,1.694345025,3.561897768
302,0.0,96.2,9.4,961.2,865.0,56,0.578856749,3.808438449
229,98.1,24.5,6.9,1065.8,785.4,3,0.85025737,2.890371575
559,359.4,0.0,0.0,941.6,664.3,28,0.775041736,3.674780298
912,117.0,91.0,7.0,946.0,666.0,28,0.689530686,3.774368602
576,0.0,0.0,0.0,1069.2,754.3,7,0.547464623,3.053057148
384,0.0,0.0,8.2,801.0,802.0,28,0.313953488,3.722555746
365,53.8,121.9,9.6,1014.3,780.6,14,0.724057701,3.653252046
