,blst,flh,sup,cag,fag,age,inX,outY
788,0.0,0.0,0.0,1047.0,806.0,7,0.550143266,2.897567842
954,0.0,185.3,15.6,1074.5,678.0,28,1.106171201,2.59972216
943,0.0,111.9,7.9,992.0,815.9,28,1.216358839,2.499795105
811,0.0,0.0,0.0,970.0,850.0,28,0.619354839,3.329343068
249,0.0,95.7,5.5,956.9,861.2,3,0.7496,2.626116653
29,0.0,0.0,0.0,932.0,594.0,7,0.48,3.653252046
851,188.0,146.0,11.0,829.0,710.0,28,1.26875,3.491647064
1017,0.0,112.6,10.1,925.3,782.9,28,0.541427661,3.64961851
411,50.1,173.5,6.5,1006.2,793.5,3,0.949855908,3.138966244
921,0.0,143.0,9.0,877.0,868.0,28,1.24516129,2.276240974
805,0.0,0.0,0.0,940.0,758.0,90,0.488549618,3.887525129
647,236.0,0.0,0.0,935.4,781.2,90,1.222929936,3.769998267
3,142.5,0.0,0.0,932.0,594.0,365,0.685714286,3.714790601
937,0.0,113.0,8.0,1001.9,688.7,28,0.569741462,3.605497618
369,0.0,124.1,11.3,1078.7,794.9,3,0.72407492,2.730463624
204,0.0,121.6,5.7,1057.6,779.3,3,0.850070721,2.5233256
981,0.0,178.9,7.8,824.0,868.7,28,1.387207703,2.355177394
76,117.2,0.0,32.2,852.1,840.5,3,0.293816631,3.693866763
233,98.1,24.5,6.9,1065.8,785.4,100,0.85025737,3.987130226
211,0.0,118.3,4.6,1029.4,758.6,28,0.85,3.197856256
727,0.0,0.0,0.0,1025.0,821.0,7,0.580060423,2.858766238
314,0.0,99.9,12.4,1006.0,899.8,3,0.580222399,3.045474173
438,75.4,167.0,7.9,1007.3,770.1,28,0.982035928,3.723522163
419,0.0,143.6,0.0,1005.6,900.9,14,0.992727273,2.826129311
1024,259.7,0.0,12.7,858.8,826.8,28,1.103614458,3.635478448
471,24.0,79.0,11.6,967.0,712.0,28,0.3632287,4.04357719
679,141.3,0.0,0.0,973.4,750.0,28,0.95990566,3.496507341
337,0.0,121.4,9.9,1053.6,777.5,56,0.579789168,4.040415965
268,0.0,124.8,7.8,1085.4,799.5,100,0.75,3.867443718
994,0.0,0.0,6.7,1013.2,730.4,28,0.508148544,3.665098694
551,0.0,0.0,0.0,889.8,945.0,3,0.752941176,2.104134021
465,93.4,159.9,9.7,1007.2,746.6,100,0.99136939,3.930648222
528,19.0,141.0,10.9,942.0,801.0,7,0.428969359,3.65351108
829,105.0,82.0,9.0,904.0,680.0,28,0.769230769,3.615501756
432,0.0,143.6,0.0,1005.6,900.9,28,0.992727273,3.265759205
153,282.8,0.0,10.3,942.7,659.9,56,0.5678097,4.384523238
357,97.8,24.5,11.2,1061.7,782.5,56,0.57972583,4.202002172
715,212.0,0.0,0.0,971.8,748.5,90,1.44019816,3.680342891
165,106.3,0.0,18.6,936.0,803.7,91,0.356235294,4.200204688
992,0.0,174.9,17.9,942.7,844.5,28,1.103064067,2.735665195
37,142.5,0.0,0.0,932.0,594.0,90,0.685714286,3.630190229
993,139.9,0.0,6.2,895.5,722.5,28,0.703227931,3.509154302
495,20.0,94.0,13.9,938.0,845.0,56,0.405684755,3.870575571
536,0.0,0.0,0.0,940.6,785.6,28,0.488549618,3.678828886
47,95.0,0.0,0.0,932.0,594.0,180,0.6,3.707700974
19,0.0,0.0,0.0,932.0,594.0,180,0.48,3.75232339
72,106.3,0.0,16.5,852.1,887.1,3,0.361176471,3.508555679
118,106.3,0.0,16.5,852.1,887.1,28,0.361176471,4.099165994
142,106.3,0.0,18.6,936.0,803.7,56,0.356235294,4.17284736
309,0.0,95.6,8.9,955.1,859.2,3,0.579979709,3.133317739
392,17.5,163.0,17.9,996.0,652.0,28,0.501501502,3.85608713
837,0.0,0.0,7.0,1013.0,730.0,28,0.50802139,3.664842645
46,0.0,0.0,0.0,1047.0,806.9,3,0.550143266,2.71137782
424,50.1,173.5,6.5,1006.2,793.5,14,0.949855908,3.496810325
786,0.0,0.0,0.0,978.0,825.0,28,0.580060423,3.448398766
382,0.0,60.0,0.0,1030.0,630.0,28,0.386138614,4.159195272
689,236.0,0.0,0.0,935.4,781.2,7,1.222929936,2.826721552
606,0.0,0.0,0.0,968.0,885.0,14,0.822033898,2.552565137
657,162.4,0.0,0.0,938.2,849.0,28,1.879039705,3.02480533
659,162.4,0.0,0.0,938.2,849.0,90,1.879039705,3.375195366
45,47.5,0.0,0.0,932.0,594.0,7,0.533333333,3.557630943
1015,148.6,0.0,8.5,951.0,709.5,28,0.576124031,3.959478697
154,151.2,0.0,15.9,1134.3,605.0,56,0.405533597,4.005513096
52,237.5,0.0,0.0,932.0,594.0,90,0.96,3.500137109
58,76.0,0.0,0.0,932.0,670.0,180,0.75,3.930844512
441,0.0,95.7,5.3,948.9,857.2,28,0.7672,3.303951789
870,139.0,109.0,6.0,892.0,780.0,28,1.295302013,3.165052818
883,236.0,0.0,13.0,847.0,893.0,28,1.181208054,3.495294484
232,98.1,24.5,6.9,1065.8,785.4,56,0.85025737,3.927305381
80,106.3,0.0,16.5,852.1,887.1,3,0.361176471,3.508555679
831,144.0,112.0,10.0,923.0,658.0,28,1.428571429,2.803360204
380,0.0,59.0,1.9,1098.0,641.0,28,0.298947368,4.047077981
450,50.1,173.5,6.5,1006.2,793.5,56,0.949855908,3.984715439
895,101.0,78.0,10.0,936.0,763.0,28,0.657692308,3.907412146
487,20.0,94.0,11.6,938.0,845.0,28,0.405684755,3.843315565
329,0.0,125.1,12.0,1086.8,800.9,3,0.580632091,3.157850924
828,0.0,0.0,0.0,896.0,896.0,28,0.279693487,4.317354499
213,0.0,118.3,4.6,1029.4,758.6,100,0.85,3.565015242
175,189.0,0.0,11.6,944.7,755.8,91,0.454771098,4.373237853
347,0.0,174.7,10.2,1053.5,776.4,56,0.724379972,3.8424583
461,129.9,128.6,7.8,1006.3,746.6,100,1.048387097,3.982667594
995,148.9,116.0,15.0,953.3,719.7,28,1.104035309,3.320709921
488,20.0,94.0,14.3,938.0,845.0,3,0.405684755,3.124564948
962,0.0,133.6,11.1,979.5,811.5,28,1.248618785,2.580216667
867,260.0,0.0,13.0,859.0,827.0,28,1.102409639,3.6352147
136,189.0,0.0,22.0,944.7,755.8,28,0.374198512,4.310798853
254,0.0,100.4,8.7,1007.8,903.6,3,0.749647059,2.605648103
518,11.0,141.0,1.7,942.0,801.0,56,1.01980198,3.146304933
970,145.3,113.2,8.0,869.1,690.2,28,0.569745223,3.833628696
760,0.0,0.0,0.0,974.0,775.0,56,0.58,3.400530278
852,0.0,107.0,6.0,879.0,815.0,28,0.624161074,3.752792543
941,210.2,0.0,3.1,949.4,795.3,28,1.470323065,3.365224509
894,169.0,143.0,8.0,967.0,643.0,28,1.335664336,3.391820006
199,0.0,125.4,7.8,1090.0,804.0,3,0.850026219,2.710713147
629,0.0,0.0,0.0,1113.0,833.0,7,0.804444444,2.413231461
400,180.0,95.0,9.5,860.0,800.0,28,0.636,4.217593845
603,0.0,0.0,0.0,968.0,781.0,180,0.581120944,3.595941232
477,24.0,79.0,11.6,967.0,712.0,3,0.3632287,3.150596785
521,15.0,141.0,5.5,842.0,801.0,7,0.63028169,3.183455679
493,20.0,94.0,11.6,938.0,845.0,7,0.405684755,3.72978121
504,26.0,123.0,3.9,822.0,699.0,3,0.409368635,3.38608353
903,0.0,143.0,9.0,1047.0,697.0,28,1.24516129,2.522523354
426,93.4,159.9,9.7,1007.2,746.6,14,0.99136939,3.38608353
453,0.0,125.2,9.9,1079.0,798.9,56,0.8754598,3.456947179
878,210.0,0.0,3.0,949.0,795.0,28,1.473684211,3.434954262
980,175.1,0.0,2.2,1000.0,828.5,28,1.158322057,3.292869297
516,11.0,141.0,1.7,942.0,801.0,3,1.01980198,2.287471311
590,0.0,0.0,0.0,1118.8,789.3,7,0.779924402,2.336019722
194,0.0,100.5,7.5,1006.4,905.9,3,0.850539291,2.521720464
898,0.0,0.0,3.0,986.0,817.0,28,0.541666667,3.803546289
2,142.5,0.0,0.0,932.0,594.0,270,0.685714286,3.695606542
919,0.0,0.0,8.0,1000.0,822.0,28,0.568690096,3.222867643
692,141.3,0.0,0.0,973.4,750.0,90,0.95990566,3.681350955
571,342.1,0.0,0.0,955.8,674.3,28,0.814473684,3.681350955
387,0.0,0.0,5.2,870.0,805.0,28,0.336538462,3.932217465
503,26.0,123.0,3.9,882.0,699.0,56,0.427698574,4.087487517
736,0.0,0.0,0.0,1119.0,789.0,7,0.781512605,2.489064503
295,42.2,124.3,10.8,1080.8,796.2,14,0.937240971,3.157425663
163,262.2,0.0,8.6,1046.9,611.8,91,0.560165975,4.198704313
81,212.5,0.0,14.3,852.1,880.4,3,0.488393977,3.226843791
109,189.0,0.0,11.6,944.7,755.8,7,0.454771098,4.023564126
680,153.0,0.0,0.0,887.0,942.0,28,1.882352941,2.849549584
476,24.0,79.0,11.6,967.0,712.0,3,0.3632287,3.219675302
541,0.0,0.0,0.0,931.2,842.6,3,0.576576577,2.748551971
440,0.0,125.2,9.9,1079.0,798.9,28,0.8754598,3.21285755
738,0.0,0.0,0.0,1090.0,769.0,7,0.628378378,2.939690697
7,95.0,0.0,0.0,932.0,594.0,28,0.6,3.595941232
670,203.5,0.0,0.0,965.4,631.0,28,0.666557484,3.769998267
243,0.0,118.2,6.1,1028.1,757.6,100,0.849804092,3.710151355
856,0.0,142.0,11.0,801.0,778.0,28,0.542134831,3.710396063
102,0.0,0.0,28.2,852.1,893.7,7,0.266892528,3.848017433
104,212.5,0.0,14.3,852.1,880.4,7,0.488393977,3.508555679
374,0.0,0.0,0.0,1003.5,762.4,3,0.570744681,2.789937185
53,76.0,0.0,0.0,932.0,670.0,90,0.75,3.895690105
416,0.0,174.2,11.7,1043.6,771.9,3,0.745667447,2.747911561
572,147.2,0.0,0.0,1055.0,744.3,7,0.841032609,2.571848418
455,0.0,174.2,11.7,1043.6,771.9,56,0.745667447,3.936910472
1003,187.0,0.0,6.6,824.3,756.9,28,0.522677596,4.188289911
223,0.0,163.3,4.5,1058.6,780.1,100,1.062612884,3.512738535
179,189.0,0.0,11.6,944.7,755.8,91,0.454771098,4.373237853
707,133.0,0.0,0.0,965.4,806.2,90,0.96,3.766996996
99,117.2,0.0,32.2,852.1,840.5,7,0.293816631,4.005513096
112,177.0,0.0,11.1,884.9,707.9,7,0.423690205,4.027135558
674,157.0,0.0,0.0,972.6,749.1,3,0.813559322,2.607861309
489,20.0,94.0,13.9,938.0,845.0,3,0.405684755,3.239070328
395,200.0,0.0,0.0,1145.0,660.0,28,0.95,3.896909122
274,0.0,118.3,5.8,1028.4,757.7,3,0.749801114,2.846071319
991,142.8,111.2,22.1,913.9,651.2,28,0.541464989,3.643358709
568,0.0,0.0,0.0,1040.6,734.3,7,0.467758186,3.236715539
353,0.0,174.2,11.7,1052.3,775.5,100,0.72412178,4.082609048
202,0.0,125.4,7.8,1090.0,804.0,56,0.850026219,3.565015242
726,0.0,0.0,0.0,1025.0,821.0,3,0.580060423,2.660958426
244,0.0,94.1,7.0,949.9,847.0,3,0.784124318,2.992225945
59,142.5,0.0,0.0,932.0,594.0,28,0.685714286,3.497113218
57,132.4,0.0,0.0,978.4,825.5,3,0.966767372,2.211565555
758,0.0,0.0,0.0,974.0,775.0,14,0.58,3.114847558
399,156.0,0.0,5.9,981.0,760.0,28,0.807692308,3.671224287
865,111.0,86.0,6.0,833.0,790.0,28,0.735849057,3.726656583
334,0.0,121.4,9.9,1053.6,777.5,3,0.579789168,3.169685381
475,24.0,79.0,11.6,967.0,712.0,3,0.3632287,3.565581013
720,305.3,0.0,0.0,963.4,630.0,90,1.0,3.948547531
672,116.0,0.0,0.0,946.8,856.8,3,1.10982659,1.937301652
702,133.0,0.0,0.0,965.4,806.2,7,0.96,2.843163495
409,129.9,128.6,7.8,1006.3,746.6,3,1.048387097,2.704042009
78,97.1,0.0,12.1,852.1,925.7,3,0.406330417,3.335769366
667,288.0,0.0,0.0,929.8,716.1,28,1.0,3.671733064
508,22.0,132.0,8.5,882.0,750.0,3,0.419811321,3.466048135
375,0.0,0.0,0.0,1003.5,762.4,14,0.570744681,3.243373092
33,0.0,0.0,0.0,932.0,594.0,270,0.48,3.74075984
693,102.0,0.0,0.0,888.0,943.1,28,1.254901961,2.888146881
108,151.2,0.0,15.9,1134.3,605.0,7,0.405533597,3.852272758
466,0.0,125.2,9.9,1079.0,798.9,100,0.8754598,3.51333466
188,0.0,96.7,4.5,967.1,870.3,100,0.851169065,3.706473529
1004,128.9,100.4,9.5,825.1,804.9,28,0.616154396,3.967078961
180,177.0,0.0,11.1,884.9,707.9,91,0.423690205,4.294560338
978,183.9,143.2,9.2,879.6,698.5,28,1.24871134,3.36695073
814,0.0,0.0,0.0,970.0,850.0,360,0.619354839,3.640476485
698,305.3,0.0,0.0,963.4,630.0,28,1.0,3.730021162
668,102.0,0.0,0.0,888.0,943.1,3,1.254901961,1.564440448
491,20.0,94.0,14.3,938.0,845.0,7,0.405684755,3.606583984
697,162.4,0.0,0.0,938.2,849.0,7,1.879039705,2.043814235
986,105.1,81.8,9.0,904.0,679.7,28,0.768695015,3.615501756
768,0.0,0.0,0.0,978.0,825.0,180,0.580060423,3.663561415
999,0.0,183.9,11.6,991.2,772.2,28,1.104042412,2.745345813
206,0.0,121.6,5.7,1057.6,779.3,28,0.850070721,3.214867601
315,0.0,99.9,12.4,1006.0,899.8,14,0.580222399,3.507357356
906,112.0,87.0,10.0,910.0,745.0,28,0.669172932,3.67427307
604,0.0,0.0,0.0,968.0,781.0,365,0.581120944,3.660736917
137,189.0,0.0,11.6,944.7,755.8,28,0.454771098,4.266896058
609,0.0,0.0,0.0,968.0,885.0,180,0.81779661,3.18221164
363,54.6,123.8,11.9,1075.7,792.7,100,0.64527956,4.151511973
459,128.5,132.1,8.1,1005.8,746.6,100,1.061212121,4.007696503
190,0.0,94.6,4.6,947.0,852.2,14,0.846449957,3.097385732
807,0.0,0.0,0.0,1047.0,739.0,28,0.484293194,3.622205092
41,47.5,0.0,0.0,932.0,594.0,365,0.533333333,3.777347864
344,0.0,174.7,10.2,1053.5,776.4,3,0.724379972,2.866192721
815,0.0,0.0,0.0,1125.0,613.0,3,0.36,3.52046058
542,0.0,0.0,0.0,889.8,945.0,90,0.752941176,3.084658288
262,0.0,100.4,10.4,1003.8,903.8,56,0.749764817,3.79323923
390,50.0,0.0,3.0,1124.4,613.2,28,0.444345701,3.673257841
427,0.0,125.2,9.9,1079.0,798.9,14,0.8754598,2.966303276
14,76.0,0.0,0.0,932.0,670.0,28,0.75,3.867234579
690,192.0,0.0,0.0,932.0,717.8,7,0.666666667,3.157850924
745,0.0,0.0,0.0,1104.0,774.0,28,0.658362989,3.110844884
741,0.0,0.0,0.0,936.0,721.0,28,0.4,3.781686265
313,0.0,95.6,8.9,955.1,859.2,100,0.579979709,3.952012404
343,0.0,117.5,9.5,1022.8,753.5,100,0.588156124,4.038479175
1023,250.0,0.0,12.2,1049.3,688.2,28,1.053817272,3.675287269
312,0.0,95.6,8.9,955.1,859.2,56,0.579979709,3.886089378
65,38.0,0.0,0.0,932.0,670.0,270,0.666666667,4.008423247
901,170.0,133.0,8.0,814.0,805.0,28,1.333333333,3.396854418
436,13.6,172.4,4.1,1006.3,856.4,28,0.909512761,3.517200835
365,53.8,121.9,9.6,1014.3,780.6,14,0.724057701,3.653252046
457,0.0,118.3,5.8,1043.6,754.3,56,0.767303103,3.670460637
716,173.0,0.0,0.0,909.8,891.9,7,1.655172414,2.311544688
631,0.0,0.0,0.0,1063.0,783.0,7,0.566153846,2.864483806
1021,0.0,107.0,11.1,879.6,744.2,28,0.703219316,3.461978635
287,0.0,167.0,7.6,1055.6,777.8,56,0.934950386,3.571502361
802,0.0,0.0,0.0,1060.0,754.0,28,0.545722714,3.454737931
229,98.1,24.5,6.9,1065.8,785.4,3,0.85025737,2.890371575
140,262.2,0.0,8.6,1046.9,611.8,56,0.560165975,4.17284736
694,157.0,0.0,0.0,972.6,749.1,28,0.813559322,3.49286435
818,0.0,0.0,0.0,1125.0,613.0,28,0.36,4.024279434
138,189.0,0.0,9.5,944.7,755.8,28,0.51760876,3.910020756
909,173.0,0.0,3.0,986.0,817.0,28,1.246575342,3.167161189
887,0.0,138.0,11.0,801.0,792.0,28,0.610429448,3.705736337
960,119.7,0.0,7.2,970.4,794.2,28,0.592605634,3.711863056
964,170.2,132.6,8.5,814.1,805.3,28,1.333333333,3.396854418
490,20.0,94.0,11.6,938.0,845.0,3,0.405684755,3.548754722
933,187.0,195.0,7.0,898.0,636.0,28,1.107784431,3.173459761
130,282.8,0.0,10.3,942.7,659.9,28,0.5678097,4.31347982
263,0.0,100.4,10.4,1003.8,903.8,100,0.749764817,3.865769377
20,47.5,0.0,0.0,932.0,594.0,180,0.533333333,3.733852584
819,0.0,0.0,0.0,1125.0,613.0,90,0.36,4.073801404
704,166.8,0.0,0.0,977.6,694.1,3,0.813349321,2.275213753
877,0.0,107.0,11.0,819.0,778.0,28,0.746621622,3.447444415
442,0.0,174.2,11.7,1043.6,771.9,28,0.745667447,3.798630078
584,342.1,0.0,0.0,955.8,674.3,7,0.814473684,3.087399267
231,98.1,24.5,6.9,1065.8,785.4,28,0.85025737,3.822316851
671,157.0,0.0,0.0,972.6,749.1,7,0.813559322,3.016514622
131,151.2,0.0,15.9,1134.3,605.0,28,0.405533597,3.955082245
242,0.0,118.2,6.1,1028.1,757.6,56,0.849804092,3.44521405
842,0.0,184.0,12.0,991.0,772.0,28,1.105960265,2.745345813
218,0.0,125.2,9.9,1088.1,802.6,100,0.850761955,3.698581996
924,196.0,98.0,6.0,847.0,783.0,28,1.463235294,3.294724929
170,97.1,0.0,12.1,852.1,925.7,91,0.406330417,4.053522312
580,193.5,0.0,0.0,998.2,704.3,7,0.639903515,3.084658288
215,0.0,125.2,9.9,1088.1,802.6,14,0.850761955,3.123245397
209,0.0,118.3,4.6,1029.4,758.6,3,0.85,2.305580456
809,0.0,0.0,0.0,1111.0,784.0,28,0.734126984,2.980110705
959,160.5,0.0,9.6,916.6,759.5,28,0.56759348,3.959860085
684,288.0,0.0,0.0,929.8,716.1,90,1.0,3.926517204
370,0.0,124.1,11.3,1078.7,794.9,14,0.72407492,3.260017562
500,26.0,123.0,3.9,822.0,699.0,28,0.409368635,4.059062492
230,98.1,24.5,6.9,1065.8,785.4,14,0.85025737,3.414113391
280,0.0,118.3,6.4,1028.4,757.7,14,0.749801114,3.195811684
405,0.0,0.0,9.0,1033.0,655.0,28,0.302,4.246206644
884,0.0,120.0,10.0,878.0,728.0,28,0.706666667,3.171364642
228,42.1,163.8,5.7,1058.7,780.1,100,0.725,3.669441529
879,145.0,0.0,8.0,867.0,824.0,28,0.568690096,3.793013979
468,0.0,174.2,11.7,1043.6,771.9,100,0.745667447,3.969536661
146,106.3,0.0,16.5,852.1,887.1,56,0.361176471,4.163559368
381,137.0,0.0,5.9,1130.0,745.0,28,0.46031746,4.403665532
634,0.0,0.0,0.0,1088.0,808.0,28,0.665454545,3.198672916
953,0.0,194.9,11.0,897.7,712.9,28,1.386994949,2.144760872
214,0.0,125.2,9.9,1088.1,802.6,3,0.850761955,2.2460146
62,0.0,0.0,0.0,971.0,850.6,3,0.619354839,2.289499709
176,151.2,0.0,15.9,1134.3,605.0,91,0.405533597,4.034240384
341,0.0,117.5,9.5,1022.8,753.5,28,0.588156124,3.858621985
1012,166.4,0.0,8.9,881.6,790.0,28,0.534398034,4.114800311
683,200.0,0.0,0.0,927.4,839.2,90,1.443609023,3.599774752
448,129.9,128.6,7.8,1006.3,746.6,56,1.048387097,3.945844305
103,106.3,0.0,16.5,852.1,887.1,7,0.361176471,3.895893378
101,97.1,0.0,12.1,852.1,925.7,7,0.406330417,3.552486605
126,106.3,0.0,16.5,852.1,887.1,28,0.361176471,4.099165994
351,0.0,174.2,11.7,1052.3,775.5,28,0.72412178,3.827335956
538,0.0,0.0,0.0,936.2,712.2,7,0.4,3.54298603
22,209.4,0.0,0.0,1047.0,806.9,3,1.375358166,2.086913425
38,0.0,0.0,0.0,932.0,594.0,90,0.48,3.743130633
282,0.0,118.3,6.4,1028.4,757.7,56,0.749801114,3.601140313
21,209.4,0.0,0.0,1047.0,806.9,28,1.375358166,3.340739202
26,95.0,0.0,0.0,932.0,594.0,270,0.6,3.717223693
132,189.0,0.0,11.6,944.7,755.8,28,0.454771098,4.266896058
640,0.0,0.0,0.0,1025.0,745.0,7,0.4675,3.405852978
1014,206.5,160.9,5.5,866.9,735.6,28,1.35530303,3.505857431
778,0.0,0.0,0.0,1069.0,769.0,7,0.627118644,2.694627011
289,45.2,122.0,8.2,1059.4,780.7,3,0.935164835,1.990610202
94,262.2,0.0,8.6,1046.9,611.8,7,0.560165975,3.756537866
396,0.0,0.0,8.3,801.0,802.0,28,0.313953488,3.722555746
997,142.8,0.0,10.0,914.3,804.0,28,0.541612903,3.813306792
926,214.0,164.0,10.0,820.0,680.0,28,1.24691358,3.422632446
66,209.4,0.0,0.0,1047.0,806.9,360,1.375358166,3.799973262
83,189.0,0.0,11.6,944.7,755.8,3,0.454771098,3.563882739
969,112.3,87.5,10.4,909.7,744.5,28,0.668294515,3.67427307
527,19.0,141.0,10.9,942.0,801.0,7,0.428969359,3.576550043
359,54.6,123.8,11.9,1075.7,792.7,3,0.64527956,3.311272465
789,0.0,0.0,0.0,1047.0,806.0,28,0.550143266,3.487986292
946,236.0,0.0,12.6,846.8,892.7,28,1.175919732,3.495294484
699,305.3,0.0,0.0,963.4,630.0,3,1.0,2.257587585
653,153.0,0.0,0.0,887.0,942.0,90,1.882352941,3.237108389
451,75.4,167.0,7.9,1007.3,770.1,56,0.982035928,3.97893346
977,145.0,0.0,8.0,1001.9,688.7,28,0.569741462,3.714790601
423,13.6,172.4,4.1,1006.3,856.4,14,0.909512761,3.392828918
565,0.0,0.0,0.0,1091.4,769.3,7,0.627789047,2.697326068
64,114.0,0.0,0.0,932.0,670.0,180,0.857142857,3.885678785
355,97.8,24.5,11.2,1061.7,782.5,14,0.57972583,3.865140776
585,193.5,0.0,0.0,998.2,704.3,28,0.639903515,3.497718728
273,0.0,121.6,6.7,1056.4,778.5,100,0.75064711,3.825156831
639,0.0,0.0,0.0,1025.0,745.0,28,0.4675,3.777347864
635,0.0,0.0,0.0,1075.0,795.0,7,0.613333333,2.745987867
364,53.8,121.9,9.6,1014.3,780.6,3,0.724057701,2.89148207
781,0.0,0.0,0.0,1085.0,765.0,7,0.648648649,2.653241797
968,0.0,165.7,10.0,961.0,804.9,28,1.337787676,2.587011709
846,187.0,0.0,7.0,824.0,757.0,28,0.521857923,4.188289911
907,145.0,113.0,8.0,869.0,690.0,28,0.570063694,3.833628696
5,114.0,0.0,0.0,932.0,670.0,90,0.857142857,3.850785453
43,0.0,0.0,0.0,932.0,670.0,180,0.6,3.972176678
44,47.5,0.0,0.0,932.0,594.0,90,0.533333333,3.726656583
763,0.0,0.0,0.0,966.0,763.0,1,0.483116883,1.835776239
866,250.0,0.0,12.0,1049.0,688.0,28,1.05,3.675033815
881,145.0,113.0,8.0,1002.0,689.0,28,1.163398693,3.241028425
523,19.0,141.0,10.9,942.0,801.0,28,0.428969359,4.14218163
331,0.0,125.1,12.0,1086.8,800.9,28,0.580632091,3.96081292
934,86.0,190.0,6.0,923.0,623.0,28,1.157608696,3.132445899
925,163.0,128.0,8.0,961.0,641.0,28,1.201219512,3.304319098
669,192.0,0.0,0.0,932.0,717.8,3,0.666666667,2.779440022
125,0.0,0.0,28.2,852.1,893.7,28,0.266892528,4.032468904
747,0.0,0.0,0.0,1125.0,613.0,3,0.4,3.260401366
86,189.0,0.0,11.6,944.7,755.8,3,0.454771098,3.563882739
939,230.5,0.0,3.4,827.0,871.8,28,1.387936943,3.487986292
524,19.0,141.0,10.9,942.0,801.0,28,0.428969359,4.085807973
119,106.3,0.0,18.6,936.0,803.7,28,0.356235294,4.123903104
203,0.0,125.4,7.8,1090.0,804.0,100,0.850026219,3.703028644
787,0.0,0.0,0.0,978.0,825.0,90,0.580060423,3.61711466
642,0.0,0.0,0.0,1100.0,820.0,28,0.728,3.038312529
270,0.0,121.6,6.7,1056.4,778.5,14,0.75064711,3.28728165
596,155.5,0.0,0.0,1026.6,724.3,7,1.090428655,2.373043407
652,153.0,0.0,0.0,887.0,942.0,3,1.882352941,1.519513109
797,0.0,0.0,0.0,1125.0,613.0,180,0.4,3.932609391
166,93.8,0.0,23.4,852.1,992.6,91,0.3376,4.135166296
900,237.0,0.0,12.0,1069.0,675.0,28,1.16,3.622472293
217,0.0,125.2,9.9,1088.1,802.6,56,0.850761955,3.652215239
869,0.0,116.0,10.0,818.0,813.0,28,0.608695652,3.439776647
984,0.0,142.8,9.1,877.2,867.7,28,1.24870801,2.276240974
319,0.0,98.8,12.8,987.8,889.0,3,0.634684866,2.731766555
345,0.0,174.7,10.2,1053.5,776.4,14,0.724379972,3.518387427
54,209.4,0.0,0.0,1047.0,806.9,7,1.375358166,2.680336193
855,166.0,0.0,9.0,882.0,790.0,28,0.533742331,4.114637006
876,230.0,0.0,3.0,827.0,872.0,28,1.383561644,3.498323872
700,200.0,0.0,0.0,927.4,839.2,3,1.443609023,1.92861853
706,102.0,0.0,0.0,888.0,943.1,90,1.254901961,3.2703289
73,106.3,0.0,18.6,936.0,803.7,3,0.356235294,3.591817515
617,0.0,0.0,0.0,968.0,863.0,3,0.779527559,2.23108895
554,158.8,0.0,0.0,1040.6,734.3,7,0.779596977,2.753023393
417,0.0,100.5,7.5,998.0,901.8,3,0.874165383,2.499795105
193,0.0,94.6,4.6,947.0,852.2,100,0.846449957,3.54269672
192,0.0,94.6,4.6,947.0,852.2,56,0.846449957,3.319987117
