source_row,blst,flh,sup,cag,fag,age,inX,outY
632,0.0,0.0,0.0,1063.0,783.0,28,0.566153846,3.42001892
917,175.0,0.0,2.0,1000.0,828.0,28,1.155405405,3.292869297
53,76.0,0.0,0.0,932.0,670.0,90,0.75,3.895690105
465,93.4,159.9,9.7,1007.2,746.6,100,0.99136939,3.930648222
145,117.2,0.0,32.2,852.1,840.5,56,0.293816631,4.238444639
916,134.0,0.0,6.0,924.0,760.0,28,0.674740484,3.833844982
474,24.0,79.0,10.3,967.0,712.0,28,0.3632287,3.977623211
373,0.0,124.1,11.3,1078.7,794.9,100,0.72407492,3.833628696
837,0.0,0.0,7.0,1013.0,730.0,28,0.50802139,3.664842645
569,0.0,0.0,0.0,1104.6,784.3,28,0.486890404,3.11307057
931,15.0,195.0,6.0,1021.0,709.0,28,1.222222222,2.730463624
937,0.0,113.0,8.0,1001.9,688.7,28,0.569741462,3.605497618
804,0.0,0.0,0.0,940.0,758.0,28,0.488549618,3.678323708
160,189.0,0.0,11.6,944.7,755.8,56,0.454771098,4.347693681
729,0.0,0.0,0.0,1025.0,821.0,90,0.580060423,3.6352147
338,0.0,121.4,9.9,1053.6,777.5,100,0.579789168,4.070905074
671,157.0,0.0,0.0,972.6,749.1,7,0.813559322,3.016514622
357,97.8,24.5,11.2,1061.7,782.5,56,0.57972583,4.202002172
988,144.2,112.3,10.1,923.2,657.9,28,1.432942708,2.803360204
208,0.0,121.6,5.7,1057.6,779.3,100,0.850070721,3.679081379
697,162.4,0.0,0.0,938.2,849.0,7,1.879039705,2.043814235
967,183.4,0.0,9.1,877.2,867.7,28,1.24870801,3.169265124
398,128.0,122.0,6.4,824.0,879.0,28,1.1375,3.673765584
1,0.0,0.0,2.5,1055.0,676.0,28,0.3,4.125358355
169,106.3,0.0,16.5,852.1,887.1,91,0.361176471,4.177459205
903,0.0,143.0,9.0,1047.0,697.0,28,1.24516129,2.522523354
107,282.8,0.0,10.3,942.7,659.9,7,0.5678097,3.908014737
466,0.0,125.2,9.9,1079.0,798.9,100,0.8754598,3.51333466
642,0.0,0.0,0.0,1100.0,820.0,28,0.728,3.038312529
364,53.8,121.9,9.6,1014.3,780.6,3,0.724057701,2.89148207
252,0.0,95.7,5.5,956.9,861.2,56,0.7496,3.646232649
128,94.7,0.0,11.4,946.8,852.1,28,0.366849179,4.226833479
250,0.0,95.7,5.5,956.9,861.2,14,0.7496,3.215670491
55,132.4,0.0,0.0,978.4,825.5,7,0.966767372,2.683757339
293,45.2,122.0,8.2,1059.4,780.7,100,0.935164835,3.885062579
492,20.0,94.0,13.9,938.0,845.0,7,0.405684755,3.826464876
817,0.0,0.0,0.0,1125.0,613.0,14,0.36,3.879499569
755,0.0,0.0,0.0,1125.0,613.0,180,0.32037037,4.271374095
118,106.3,0.0,16.5,852.1,887.1,28,0.361176471,4.099165994
994,0.0,0.0,6.7,1013.2,730.4,28,0.508148544,3.665098694
201,0.0,125.4,7.8,1090.0,804.0,28,0.850026219,3.273363804
374,0.0,0.0,0.0,1003.5,762.4,3,0.570744681,2.789937185
712,288.0,0.0,0.0,929.8,716.1,7,1.0,3.067122076
898,0.0,0.0,3.0,986.0,817.0,28,0.541666667,3.803546289
760,0.0,0.0,0.0,974.0,775.0,56,0.58,3.400530278
210,0.0,118.3,4.6,1029.4,758.6,14,0.85,2.999724106
90,189.0,0.0,22.0,944.7,755.8,3,0.374198512,3.703767833
557,170.3,0.0,0.0,1026.6,724.3,7,0.726810176,2.847232086
472,24.0,79.0,11.6,967.0,712.0,28,0.3632287,3.793689579
102,0.0,0.0,28.2,852.1,893.7,7,0.266892528,3.848017433
390,50.0,0.0,3.0,1124.4,613.2,28,0.444345701,3.673257841
87,200.9,0.0,11.2,1004.6,803.7,3,0.505413902,3.194582931
192,0.0,94.6,4.6,947.0,852.2,56,0.846449957,3.319987117
116,189.2,0.0,10.1,926.1,756.7,28,0.454812834,4.112347927
689,236.0,0.0,0.0,935.4,781.2,7,1.222929936,2.826721552
277,0.0,118.3,5.8,1028.4,757.7,56,0.749801114,3.610106545
299,0.0,96.2,9.4,961.2,865.0,3,0.578856749,3.113515113
616,0.0,0.0,0.0,968.0,856.0,360,0.689530686,3.517497615
422,129.9,128.6,7.8,1006.3,746.6,14,1.048387097,3.459780487
965,169.6,0.0,8.1,811.0,802.3,28,0.589712557,4.036362025
637,0.0,0.0,0.0,1038.0,758.0,7,0.496,3.260401366
911,0.0,182.0,15.0,839.0,884.0,28,1.222972973,2.742129342
1020,121.0,0.0,7.0,907.9,829.5,28,0.615117892,3.740997172
705,183.9,0.0,0.0,958.2,800.1,3,1.659869494,1.199964707
640,0.0,0.0,0.0,1025.0,745.0,7,0.4675,3.405852978
901,170.0,133.0,8.0,814.0,805.0,28,1.333333333,3.396854418
516,11.0,141.0,1.7,942.0,801.0,3,1.01980198,2.287471311
184,0.0,96.7,4.5,967.1,870.3,3,0.851169065,2.449279318
861,0.0,128.0,11.0,870.0,780.0,28,0.566978193,3.617920137
535,0.0,0.0,0.0,940.6,785.6,90,0.488549618,3.888754133
428,0.0,95.7,5.3,948.9,857.2,14,0.7672,3.205182295
865,111.0,86.0,6.0,833.0,790.0,28,0.735849057,3.726656583
356,97.8,24.5,11.2,1061.7,782.5,28,0.57972583,4.145354222
317,0.0,99.9,12.4,1006.0,899.8,56,0.580222399,3.787366162
281,0.0,118.3,6.4,1028.4,757.7,28,0.749801114,3.486150868
957,169.4,142.7,8.4,967.4,643.5,28,1.333566434,3.392156423
78,97.1,0.0,12.1,852.1,925.7,3,0.406330417,3.335769366
578,290.2,0.0,0.0,998.2,704.3,7,0.959689922,2.844909204
784,0.0,0.0,0.0,879.0,825.0,3,0.580060423,2.604169906
839,239.0,0.0,6.0,1002.0,684.0,28,1.307189542,3.290637983
880,0.0,112.0,8.0,992.0,816.0,28,1.210526316,2.499795105
958,100.6,78.4,10.4,935.7,762.9,28,0.65640631,3.907412146
1009,0.0,107.0,6.1,879.0,815.2,28,0.625293526,3.752792543
275,0.0,118.3,5.8,1028.4,757.7,14,0.749801114,3.398861107
202,0.0,125.4,7.8,1090.0,804.0,56,0.850026219,3.565015242
601,0.0,0.0,0.0,968.0,781.0,28,0.581120944,3.466984903
608,0.0,0.0,0.0,968.0,885.0,90,0.822033898,3.088766945
369,0.0,124.1,11.3,1078.7,794.9,3,0.72407492,2.730463624
52,237.5,0.0,0.0,932.0,594.0,90,0.96,3.500137109
955,0.0,89.6,10.6,931.3,762.2,28,0.728906823,3.473517824
850,243.0,0.0,11.0,1022.0,698.0,28,1.153846154,3.620600385
458,0.0,143.6,0.0,1005.6,900.9,100,0.992727273,3.636532744
733,0.0,0.0,0.0,1056.0,809.0,28,0.550143266,3.51482342
157,189.0,0.0,11.6,944.7,755.8,56,0.454771098,4.347693681
173,212.5,0.0,14.3,852.1,880.4,91,0.488393977,4.220976947
548,0.0,0.0,0.0,913.2,895.3,28,0.664359862,3.241419585
31,114.0,0.0,0.0,932.0,670.0,365,0.857142857,3.968592106
875,183.0,0.0,9.0,1047.0,697.0,28,1.24516129,2.905807383
706,102.0,0.0,0.0,888.0,943.1,90,1.254901961,3.2703289
560,147.2,0.0,0.0,1055.0,744.3,28,0.841032609,3.248434422
864,0.0,107.0,11.0,880.0,744.0,28,0.704697987,3.46166491
678,192.0,0.0,0.0,932.0,717.8,28,0.666666667,3.658420016
218,0.0,125.2,9.9,1088.1,802.6,100,0.850761955,3.698581996
503,26.0,123.0,3.9,882.0,699.0,56,0.427698574,4.087487517
782,0.0,0.0,0.0,1085.0,765.0,28,0.648648649,3.07500526
196,0.0,100.5,7.5,1006.4,905.9,28,0.850539291,3.247268694
720,305.3,0.0,0.0,963.4,630.0,90,1.0,3.948547531
125,0.0,0.0,28.2,852.1,893.7,28,0.266892528,4.032468904
522,15.0,141.0,5.5,842.0,801.0,56,0.63028169,3.795938287
874,0.0,113.0,8.0,1002.0,689.0,28,0.568690096,3.605497618
57,132.4,0.0,0.0,978.4,825.5,3,0.966767372,2.211565555
950,0.0,137.9,10.8,801.1,792.5,28,0.60949464,3.654028946
805,0.0,0.0,0.0,940.0,758.0,90,0.488549618,3.887525129
272,0.0,121.6,6.7,1056.4,778.5,56,0.75064711,3.754198683
757,0.0,0.0,0.0,974.0,775.0,7,0.58,2.897567842
152,189.0,0.0,11.6,944.7,755.8,56,0.454771098,4.347693681
924,196.0,98.0,6.0,847.0,783.0,28,1.463235294,3.294724929
655,250.2,0.0,0.0,975.6,692.6,28,1.220023981,3.524888632
629,0.0,0.0,0.0,1113.0,833.0,7,0.804444444,2.413231461
117,262.2,0.0,8.6,1046.9,611.8,28,0.560165975,4.091005403
238,98.1,24.5,6.7,1066.0,785.5,100,0.849859682,3.911422579
133,200.9,0.0,11.2,1004.6,803.7,28,0.505413902,4.215085914
258,0.0,100.4,8.7,1007.8,903.6,100,0.749647059,3.759337681
176,151.2,0.0,15.9,1134.3,605.0,91,0.405533597,4.034240384
264,0.0,124.8,7.8,1085.4,799.5,3,0.75,2.971439393
11,132.4,0.0,0.0,978.4,825.5,28,0.966767372,3.332918331
989,114.6,89.3,8.8,860.0,829.5,28,1.378156997,2.995231959
69,0.0,0.0,0.0,1120.0,800.0,28,0.301030928,4.276526951
606,0.0,0.0,0.0,968.0,885.0,14,0.822033898,2.552565137
394,0.0,0.0,0.0,1120.0,695.0,28,0.432098765,3.956996121
95,106.3,0.0,16.5,852.1,887.1,7,0.361176471,3.895893378
325,0.0,98.8,14.2,987.8,889.0,14,0.57986524,3.744550415
166,93.8,0.0,23.4,852.1,992.6,91,0.3376,4.135166296
795,0.0,0.0,0.0,1125.0,613.0,180,0.36,4.125842969
189,0.0,94.6,4.6,947.0,852.2,3,0.846449957,2.33988073
368,53.8,121.9,9.6,1014.3,780.6,100,0.724057701,4.036538625
975,116.8,91.0,7.0,946.5,665.6,28,0.688086643,3.774598091
496,20.0,94.0,11.6,938.0,845.0,56,0.405684755,4.118386297
574,203.5,0.0,0.0,1076.2,759.3,7,1.368459838,2.016235339
179,189.0,0.0,11.6,944.7,755.8,91,0.454771098,4.373237853
820,0.0,0.0,0.0,1125.0,613.0,270,0.36,4.206332799
978,183.9,143.2,9.2,879.6,698.5,28,1.24871134,3.36695073
142,106.3,0.0,18.6,936.0,803.7,56,0.356235294,4.17284736
533,0.0,0.0,0.0,913.2,895.3,3,0.664359862,2.455306025
614,0.0,0.0,0.0,968.0,856.0,90,0.689530686,3.442019159
662,236.0,0.0,0.0,935.4,781.2,28,1.222929936,3.516309967
866,250.0,0.0,12.0,1049.0,688.0,28,1.05,3.675033815
468,0.0,174.2,11.7,1043.6,771.9,100,0.745667447,3.969536661
542,0.0,0.0,0.0,889.8,945.0,90,0.752941176,3.084658288
892,0.0,90.0,11.0,931.0,762.0,28,0.728937729,3.473207698
987,190.1,148.1,18.8,838.1,741.4,28,1.103703704,3.519276448
961,0.0,0.0,3.4,985.8,816.8,28,0.540564636,3.80376918
451,75.4,167.0,7.9,1007.3,770.1,56,0.982035928,3.97893346
691,141.3,0.0,0.0,973.4,750.0,3,0.95990566,1.918391999
684,288.0,0.0,0.0,929.8,716.1,90,1.0,3.926517204
347,0.0,174.7,10.2,1053.5,776.4,56,0.724379972,3.8424583
902,170.0,0.0,8.0,811.0,802.0,28,0.589123867,4.036185393
437,50.1,173.5,6.5,1006.2,793.5,28,0.949855908,3.642835286
685,200.0,0.0,0.0,927.4,839.2,7,1.443609023,2.614471689
633,0.0,0.0,0.0,1088.0,808.0,7,0.665454545,2.653241797
827,0.0,0.0,0.0,896.0,896.0,7,0.279693487,3.922171089
309,0.0,95.6,8.9,955.1,859.2,3,0.579979709,3.133317739
253,0.0,95.7,5.5,956.9,861.2,100,0.7496,3.745968185
809,0.0,0.0,0.0,1111.0,784.0,28,0.734126984,2.980110705
205,0.0,121.6,5.7,1057.6,779.3,14,0.850070721,3.040705447
406,0.0,143.6,0.0,1005.6,900.9,3,0.992727273,2.667228038
529,19.0,141.0,10.9,942.0,801.0,56,0.428969359,4.23047647
947,0.0,119.8,9.9,878.2,727.6,28,0.705470314,3.171364642
463,50.1,173.5,6.5,1006.2,793.5,100,0.949855908,4.026422292
156,200.9,0.0,11.2,1004.6,803.7,56,0.505413902,4.290322175
91,189.0,0.0,11.6,944.7,755.8,3,0.454771098,3.563882739
745,0.0,0.0,0.0,1104.0,774.0,28,0.658362989,3.110844884
750,0.0,0.0,0.0,1125.0,613.0,28,0.4,3.78623276
881,145.0,113.0,8.0,1002.0,689.0,28,1.163398693,3.241028425
231,98.1,24.5,6.9,1065.8,785.4,28,0.85025737,3.822316851
229,98.1,24.5,6.9,1065.8,785.4,3,0.85025737,2.890371575
371,0.0,124.1,11.3,1078.7,794.9,28,0.72407492,3.408503742
39,237.5,0.0,0.0,932.0,594.0,180,0.96,3.590439155
638,0.0,0.0,0.0,1038.0,758.0,28,0.496,3.643097032
366,53.8,121.9,9.6,1014.3,780.6,28,0.724057701,3.955082245
73,106.3,0.0,18.6,936.0,803.7,3,0.356235294,3.591817515
92,189.0,0.0,9.5,944.7,755.8,3,0.51760876,3.18221164
876,230.0,0.0,3.0,827.0,872.0,28,1.383561644,3.498323872
907,145.0,113.0,8.0,869.0,690.0,28,0.570063694,3.833628696
171,0.0,0.0,28.2,852.1,893.7,91,0.266892528,4.080921284
708,173.0,0.0,0.0,909.8,891.9,3,1.655172414,1.837369865
968,0.0,165.7,10.0,961.0,804.9,28,1.337787676,2.587011709
863,121.0,0.0,7.0,908.0,829.0,28,0.614583333,3.74075984
286,0.0,167.0,7.6,1055.6,777.8,28,0.934950386,3.323956092
207,0.0,121.6,5.7,1057.6,779.3,56,0.850070721,3.532225421
730,0.0,0.0,0.0,1025.0,821.0,120,0.580060423,3.673257841
61,114.0,0.0,0.0,932.0,670.0,270,0.857142857,3.946037635
270,0.0,121.6,6.7,1056.4,778.5,14,0.75064711,3.28728165
716,173.0,0.0,0.0,909.8,891.9,7,1.655172414,2.311544688
751,0.0,0.0,0.0,1125.0,613.0,7,0.32037037,3.962905966
433,128.5,132.1,8.1,1005.8,746.6,28,1.061212121,3.837083677
887,0.0,138.0,11.0,801.0,792.0,28,0.610429448,3.705736337
584,342.1,0.0,0.0,955.8,674.3,7,0.814473684,3.087399267
453,0.0,125.2,9.9,1079.0,798.9,56,0.8754598,3.456947179
28,47.5,0.0,0.0,932.0,594.0,28,0.533333333,3.622472293
869,0.0,116.0,10.0,818.0,813.0,28,0.608695652,3.439776647
507,22.0,132.0,8.5,822.0,750.0,28,0.419811321,4.127940251
63,190.0,0.0,0.0,932.0,670.0,270,1.2,3.925136397
683,200.0,0.0,0.0,927.4,839.2,90,1.443609023,3.599774752
923,207.0,172.0,10.0,822.0,638.0,28,1.333333333,3.6848712
191,0.0,94.6,4.6,947.0,852.2,28,0.846449957,3.128513187
592,0.0,0.0,0.0,1047.8,739.3,28,0.485490196,3.622739423
94,262.2,0.0,8.6,1046.9,611.8,7,0.560165975,3.756537866
322,0.0,98.8,12.8,987.8,889.0,56,0.634684866,3.738383413
387,0.0,0.0,5.2,870.0,805.0,28,0.336538462,3.932217465
753,0.0,0.0,0.0,1125.0,613.0,28,0.32037037,4.209308548
501,26.0,123.0,3.9,882.0,699.0,3,0.427698574,3.242982696
44,47.5,0.0,0.0,932.0,594.0,90,0.533333333,3.726656583
702,133.0,0.0,0.0,965.4,806.2,7,0.96,2.843163495
348,0.0,174.7,10.2,1053.5,776.4,100,0.724379972,3.91362148
182,189.0,0.0,11.6,944.7,755.8,91,0.454771098,4.373237853
767,0.0,0.0,0.0,966.0,763.0,28,0.483116883,3.44521405
400,180.0,95.0,9.5,860.0,800.0,28,0.636,4.217593845
934,86.0,190.0,6.0,923.0,623.0,28,1.157608696,3.132445899
630,0.0,0.0,0.0,1113.0,833.0,28,0.804444444,2.853015791
530,19.0,141.0,10.9,942.0,801.0,56,0.428969359,4.201403369
435,129.9,128.6,7.8,1006.3,746.6,28,1.048387097,3.718438022
758,0.0,0.0,0.0,974.0,775.0,14,0.58,3.114847558
321,0.0,98.8,12.8,987.8,889.0,28,0.634684866,3.429136534
504,26.0,123.0,3.9,822.0,699.0,3,0.409368635,3.38608353
0,0.0,0.0,2.5,1040.0,676.0,28,0.3,4.38190135
111,189.0,0.0,11.6,944.7,755.8,7,0.454771098,4.023564126
843,167.0,130.0,11.0,883.0,785.0,28,1.225352113,3.797957809
707,133.0,0.0,0.0,965.4,806.2,90,0.96,3.766996996
452,93.4,159.9,9.7,1007.2,746.6,56,0.99136939,3.89161595
840,143.0,0.0,10.0,914.0,804.0,28,0.541935484,3.813306792
56,0.0,0.0,0.0,932.0,594.0,365,0.48,3.736001325
648,212.0,0.0,0.0,971.8,748.5,28,1.44019816,3.397523762
575,0.0,0.0,0.0,1118.8,789.3,28,0.779924402,2.866761711
974,0.0,182.1,15.0,838.9,884.3,28,1.224848076,2.742773464
775,0.0,0.0,0.0,1104.0,774.0,28,0.661921708,3.110844884
382,0.0,60.0,0.0,1030.0,630.0,28,0.386138614,4.159195272
659,162.4,0.0,0.0,938.2,849.0,90,1.879039705,3.375195366
776,0.0,0.0,0.0,1069.0,754.0,7,0.545722714,3.052112414
407,128.5,132.1,8.1,1005.8,746.6,3,1.061212121,2.966303276
613,0.0,0.0,0.0,968.0,856.0,3,0.689530686,2.43009826
50,142.5,0.0,0.0,932.0,594.0,180,0.685714286,3.683364041
997,142.8,0.0,10.0,914.3,804.0,28,0.541612903,3.813306792
99,117.2,0.0,32.2,852.1,840.5,7,0.293816631,4.005513096
658,203.5,0.0,0.0,965.4,631.0,7,0.666557484,3.253856588
926,214.0,164.0,10.0,820.0,680.0,28,1.24691358,3.422632446
14,76.0,0.0,0.0,932.0,670.0,28,0.75,3.867234579
1029,100.5,78.3,8.6,864.5,761.5,28,0.768876964,3.478158203
461,129.9,128.6,7.8,1006.3,746.6,100,1.048387097,3.982667594
1024,259.7,0.0,12.7,858.8,826.8,28,1.103614458,3.635478448
871,187.0,0.0,11.0,990.0,789.0,28,1.106918239,3.489208039
698,305.3,0.0,0.0,963.4,630.0,28,1.0,3.730021162
153,282.8,0.0,10.3,942.7,659.9,56,0.5678097,4.384523238
790,0.0,0.0,0.0,1047.0,806.0,90,0.550143266,3.676047243
376,0.0,0.0,0.0,1003.5,762.4,28,0.570744681,3.464797744
979,133.7,0.0,5.5,924.1,760.1,28,0.674394464,3.834061222
49,95.0,0.0,0.0,932.0,594.0,7,0.6,3.491037865
596,155.5,0.0,0.0,1026.6,724.3,7,1.090428655,2.373043407
268,0.0,124.8,7.8,1085.4,799.5,100,0.75,3.867443718
129,189.0,0.0,11.6,944.7,755.8,28,0.454771098,4.266896058
785,0.0,0.0,0.0,978.0,825.0,7,0.580060423,2.788707928
18,95.0,0.0,0.0,932.0,594.0,90,0.6,3.702782126
54,209.4,0.0,0.0,1047.0,806.9,7,1.375358166,2.680336193
954,0.0,185.3,15.6,1074.5,678.0,28,1.106171201,2.59972216
8,114.0,0.0,0.0,932.0,670.0,28,0.857142857,3.825374957
927,214.0,152.0,9.0,819.0,704.0,28,1.27388535,3.498021346
215,0.0,125.2,9.9,1088.1,802.6,14,0.850761955,3.123245397
526,19.0,141.0,10.9,942.0,801.0,3,0.428969359,3.162939993
815,0.0,0.0,0.0,1125.0,613.0,3,0.36,3.52046058
764,0.0,0.0,0.0,966.0,763.0,3,0.483116883,2.687847324
343,0.0,117.5,9.5,1022.8,753.5,100,0.588156124,4.038479175
563,316.1,0.0,0.0,977.0,689.3,7,0.881347888,3.082826786
245,0.0,94.1,7.0,949.9,847.0,14,0.784124318,3.246101606
346,0.0,174.7,10.2,1053.5,776.4,28,0.724379972,3.692622207
822,0.0,0.0,0.0,974.0,800.0,28,0.630434783,3.226049825
909,173.0,0.0,3.0,986.0,817.0,28,1.246575342,3.167161189
344,0.0,174.7,10.2,1053.5,776.4,3,0.724379972,2.866192721
155,189.0,0.0,11.6,944.7,755.8,56,0.454771098,4.347693681
335,0.0,121.4,9.9,1053.6,777.5,14,0.579789168,3.657646521
42,237.5,0.0,0.0,932.0,594.0,365,0.96,3.663561415
977,145.0,0.0,8.0,1001.9,688.7,28,0.569741462,3.714790601
969,112.3,87.5,10.4,909.7,744.5,28,0.668294515,3.67427307
123,106.3,0.0,16.5,852.1,887.1,28,0.361176471,4.099165994
395,200.0,0.0,0.0,1145.0,660.0,28,0.95,3.896909122
311,0.0,95.6,8.9,955.1,859.2,28,0.579979709,3.687378095
929,105.0,193.0,6.0,965.0,643.0,28,1.451851852,3.086942959
686,203.5,0.0,0.0,965.4,631.0,3,0.666557484,2.649007493
500,26.0,123.0,3.9,822.0,699.0,28,0.409368635,4.059062492
868,116.0,90.0,9.0,870.0,768.0,28,0.652173913,3.790532869
668,102.0,0.0,0.0,888.0,943.1,3,1.254901961,1.564440448
380,0.0,59.0,1.9,1098.0,641.0,28,0.298947368,4.047077981
41,47.5,0.0,0.0,932.0,594.0,365,0.533333333,3.777347864
667,288.0,0.0,0.0,929.8,716.1,28,1.0,3.671733064
402,190.0,0.0,7.6,1031.0,685.0,28,0.571929825,3.981175613
40,38.0,0.0,0.0,932.0,670.0,90,0.666666667,3.921180696
641,0.0,0.0,0.0,1100.0,820.0,7,0.728,2.543961252
878,210.0,0.0,3.0,949.0,795.0,28,1.473684211,3.434954262
119,106.3,0.0,18.6,936.0,803.7,28,0.356235294,4.123903104
257,0.0,100.4,8.7,1007.8,903.6,56,0.749647059,3.750679618
384,0.0,0.0,8.2,801.0,802.0,28,0.313953488,3.722555746
45,47.5,0.0,0.0,932.0,594.0,7,0.533333333,3.557630943
643,0.0,0.0,0.0,1050.0,770.0,7,0.531428571,3.009634989
67,142.5,0.0,0.0,932.0,594.0,7,0.685714286,3.410487213
649,250.2,0.0,0.0,975.6,692.6,3,1.220023981,1.93152129
88,189.0,0.0,11.6,944.7,755.8,3,0.454771098,3.563882739
752,0.0,0.0,0.0,1125.0,613.0,14,0.32037037,4.090336283
246,0.0,94.1,7.0,949.9,847.0,28,0.784124318,3.408834594
483,24.0,79.0,11.6,967.0,712.0,56,0.3632287,4.011868087
401,0.0,0.0,9.5,1044.0,662.0,28,0.341052632,4.069368319
490,20.0,94.0,11.6,938.0,845.0,3,0.405684755,3.548754722
197,0.0,100.5,7.5,1006.4,905.9,56,0.850539291,3.525183139
313,0.0,95.6,8.9,955.1,859.2,100,0.579979709,3.952012404
709,116.0,0.0,0.0,946.8,856.8,90,1.10982659,3.468855811
318,0.0,99.9,12.4,1006.0,899.8,100,0.580222399,3.814850853
304,0.0,97.4,11.8,973.9,875.6,3,0.579574161,3.141562524
700,200.0,0.0,0.0,927.4,839.2,3,1.443609023,1.92861853
872,100.0,78.0,9.0,864.0,761.0,28,0.770114943,3.478158203
919,0.0,0.0,8.0,1000.0,822.0,28,0.568690096,3.222867643
571,342.1,0.0,0.0,955.8,674.3,28,0.814473684,3.681350955
567,135.7,0.0,0.0,1076.2,759.3,7,0.912530713,2.481567592
1021,0.0,107.0,11.1,879.6,744.2,28,0.703219316,3.461978635
611,0.0,0.0,0.0,968.0,856.0,14,0.689530686,3.05682718
244,0.0,94.1,7.0,949.9,847.0,3,0.784124318,2.992225945
605,0.0,0.0,0.0,968.0,885.0,3,0.822033898,1.867175991
457,0.0,118.3,5.8,1043.6,754.3,56,0.767303103,3.670460637
612,0.0,0.0,0.0,968.0,856.0,28,0.689530686,3.25694182
897,120.0,0.0,7.0,970.0,794.0,28,0.591549296,3.711863056
761,0.0,0.0,0.0,974.0,775.0,90,0.58,3.44521405
889,111.0,86.0,5.0,895.0,733.0,28,0.744274809,3.518090911
940,0.0,106.7,10.5,819.2,778.4,28,0.747972973,3.447444415
943,0.0,111.9,7.9,992.0,815.9,28,1.216358839,2.499795105
806,0.0,0.0,0.0,1047.0,739.0,7,0.484293194,3.17805363
372,0.0,124.1,11.3,1078.7,794.9,56,0.72407492,3.618188485
848,97.0,76.0,8.0,835.0,821.0,28,0.76984127,3.508555679
144,118.8,0.0,8.9,852.1,781.5,56,0.381263158,4.280823859
970,145.3,113.2,8.0,869.1,690.2,28,0.569745223,3.833628696
952,110.5,86.1,5.0,895.2,732.6,28,0.746086292,3.518090911
83,189.0,0.0,11.6,944.7,755.8,3,0.454771098,3.563882739
221,0.0,163.3,4.5,1058.6,780.1,28,1.062612884,3.069911478
527,19.0,141.0,10.9,942.0,801.0,7,0.428969359,3.576550043
813,0.0,0.0,0.0,970.0,850.0,180,0.619354839,3.619797064
786,0.0,0.0,0.0,978.0,825.0,28,0.580060423,3.448398766
198,0.0,100.5,7.5,1006.4,905.9,100,0.850539291,3.62006491
696,122.6,0.0,0.0,959.2,800.0,7,1.106579663,2.378619629
188,0.0,96.7,4.5,967.1,870.3,100,0.851169065,3.706473529
79,0.0,0.0,28.2,852.1,893.7,3,0.266892528,3.720862265
593,0.0,0.0,0.0,1111.6,784.3,7,0.735445545,2.440606237
900,237.0,0.0,12.0,1069.0,675.0,28,1.16,3.622472293
511,22.0,132.0,8.5,822.0,750.0,56,0.419811321,4.185098661
114,189.0,0.0,11.6,944.7,755.8,7,0.454771098,3.131136713
120,93.8,0.0,23.4,852.1,992.6,28,0.3376,4.037773956
538,0.0,0.0,0.0,936.2,712.2,7,0.4,3.54298603
17,38.0,0.0,0.0,932.0,670.0,365,0.666666667,4.027848317
455,0.0,174.2,11.7,1043.6,771.9,56,0.745667447,3.936910472
475,24.0,79.0,11.6,967.0,712.0,3,0.3632287,3.565581013
5,114.0,0.0,0.0,932.0,670.0,90,0.857142857,3.850785453
992,0.0,174.9,17.9,942.7,844.5,28,1.103064067,2.735665195
